Fiscal.Year,Program,Department,Amount,prev.year.amount,percent.change
2015,Emergency Services,Department of Emergency Management,50376700,48476578,0.0391967023744952
2014,Emergency Services,Department of Emergency Management,48476578,11572853,3.18881826287779
2013,Emergency Services,Department of Emergency Management,11572853,4394089,1.63373204320623
2012,Emergency Services,Department of Emergency Management,4394089,3073011,0.429896931706395
2011,Emergency Services,Department of Emergency Management,3073011,3061825,0.00365337666261135
2010,Emergency Services,Department of Emergency Management,3061825,NA,NA
2013,False Alarm Prevention,Department of Emergency Management,754297,770950,-0.0216006226084701
2012,False Alarm Prevention,Department of Emergency Management,770950,720046,0.0706954833441197
2011,False Alarm Prevention,Department of Emergency Management,720046,686524,0.0488285915714527
2010,False Alarm Prevention,Department of Emergency Management,686524,NA,NA
2017,General Fund,Department of Emergency Management,63364142,55907608,0.133372438327177
2016,General Fund,Department of Emergency Management,55907608,50073512,0.116510621423958
2015,General Fund,Department of Emergency Management,50073512,44471198,0.125976232976679
2014,General Fund,Department of Emergency Management,44471198,42050560,0.0575649408711798
2013,General Fund,Department of Emergency Management,42050560,41302284,0.0181170610322664
2012,General Fund,Department of Emergency Management,41302284,39347844,0.0496708282161533
2011,General Fund,Department of Emergency Management,39347844,45370314,-0.132740320025116
2010,General Fund,Department of Emergency Management,45370314,NA,NA
2017,Outdoor Public Warning System,Department of Emergency Management,148479,146590,0.0128862814653114
2016,Outdoor Public Warning System,Department of Emergency Management,146590,140311,0.0447505897613159
2015,Outdoor Public Warning System,Department of Emergency Management,140311,140910,-0.00425094031651409
2014,Outdoor Public Warning System,Department of Emergency Management,140910,132258,0.0654175928866307
2013,Outdoor Public Warning System,Department of Emergency Management,132258,105445,0.254284224003035
2012,Outdoor Public Warning System,Department of Emergency Management,105445,98992,0.0651870858251172
2011,Outdoor Public Warning System,Department of Emergency Management,98992,105149,-0.0585550029006457
2010,Outdoor Public Warning System,Department of Emergency Management,105149,NA,NA
2017,Children's Baseline,Department of the Status of Women,218545,218545,0
2016,Children's Baseline,Department of the Status of Women,218545,198677,0.100001509988574
2015,Children's Baseline,Department of the Status of Women,198677,198677,0
2014,Children's Baseline,Department of the Status of Women,198677,198677,0
2013,Children's Baseline,Department of the Status of Women,198677,198677,0
2012,Children's Baseline,Department of the Status of Women,198677,198677,0
2011,Children's Baseline,Department of the Status of Women,198677,198677,0
2010,Children's Baseline,Department of the Status of Women,198677,NA,NA
2017,Commission On Status Of Women,Department of the Status of Women,6058116,6041331,0.00277836125847102
2016,Commission On Status Of Women,Department of the Status of Women,6041331,5396340,0.119523788345434
2015,Commission On Status Of Women,Department of the Status of Women,5396340,4726041,0.141830974382152
2014,Commission On Status Of Women,Department of the Status of Women,4726041,3393920,0.392502180369602
2013,Commission On Status Of Women,Department of the Status of Women,3393920,3111975,0.0906000208870573
2012,Commission On Status Of Women,Department of the Status of Women,3111975,3088883,0.00747584159063325
2011,Commission On Status Of Women,Department of the Status of Women,3088883,3075373,0.00439296306496805
2010,Commission On Status Of Women,Department of the Status of Women,3075373,NA,NA
2017,Domestic Violence,Department of the Status of Women,597322,597322,0
2016,Domestic Violence,Department of the Status of Women,597322,475200,0.256990740740741
2015,Domestic Violence,Department of the Status of Women,475200,475948,-0.00157160025885181
2014,Domestic Violence,Department of the Status of Women,475948,420000,0.133209523809524
2013,Domestic Violence,Department of the Status of Women,420000,436000,-0.036697247706422
2012,Domestic Violence,Department of the Status of Women,436000,768000,-0.432291666666667
2011,Domestic Violence,Department of the Status of Women,768000,420000,0.828571428571429
2010,Domestic Violence,Department of the Status of Women,420000,NA,NA
2017,General Fund,Department of the Status of Women,6415560,6398775,0.00262315833890081
2016,General Fund,Department of the Status of Women,6398775,5595017,0.143656042510684
2015,General Fund,Department of the Status of Women,5595017,4924718,0.136109113252779
2014,General Fund,Department of the Status of Women,4924718,3592597,0.37079611211611
2013,General Fund,Department of the Status of Women,3592597,3294652,0.0904329197742281
2012,General Fund,Department of the Status of Women,3294652,3255560,0.0120077651771124
2011,General Fund,Department of the Status of Women,3255560,3274050,-0.00564743971533727
2010,General Fund,Department of the Status of Women,3274050,NA,NA
2017,Transitional-Aged Youth Baseline,Department of the Status of Women,182899,182899,0
2016,Transitional-Aged Youth Baseline,Department of the Status of Women,182899,NA,NA
2017,Administration - Criminal & Civil,District Attorney,2807355,2820669,-0.00472015681386224
2016,Administration - Criminal & Civil,District Attorney,2820669,1912330,0.474990718129193
2015,Administration - Criminal & Civil,District Attorney,1912330,2202446,-0.131724455446354
2014,Administration - Criminal & Civil,District Attorney,2202446,2030382,0.0847446441113052
2013,Administration - Criminal & Civil,District Attorney,2030382,1822906,0.1138160717009
2012,Administration - Criminal & Civil,District Attorney,1822906,1230726,0.481163150855674
2011,Administration - Criminal & Civil,District Attorney,1230726,1220210,0.00861818867244163
2010,Administration - Criminal & Civil,District Attorney,1220210,NA,NA
2017,Career Criminal Prosecution,District Attorney,1113684,1088314,0.0233112869998916
2016,Career Criminal Prosecution,District Attorney,1088314,1076820,0.0106740216563585
2015,Career Criminal Prosecution,District Attorney,1076820,1041013,0.0343963043689176
2014,Career Criminal Prosecution,District Attorney,1041013,1002495,0.0384221367687619
2013,Career Criminal Prosecution,District Attorney,1002495,963088,0.0409173408868141
2012,Career Criminal Prosecution,District Attorney,963088,826606,0.165111310588116
2011,Career Criminal Prosecution,District Attorney,826606,808637,0.0222213428274986
2010,Career Criminal Prosecution,District Attorney,808637,NA,NA
2017,Child Abduction,District Attorney,1086813,1028549,0.0566467907702987
2016,Child Abduction,District Attorney,1028549,983801,0.0454848084114572
2015,Child Abduction,District Attorney,983801,993165,-0.00942844341071222
2014,Child Abduction,District Attorney,993165,914780,0.0856872690701589
2013,Child Abduction,District Attorney,914780,979991,-0.0665424478388067
2012,Child Abduction,District Attorney,979991,1010750,-0.030431857531536
2011,Child Abduction,District Attorney,1010750,866296,0.166749009576403
2010,Child Abduction,District Attorney,866296,NA,NA
2017,Family Violence Program,District Attorney,1974733,1871006,0.0554391594682219
2016,Family Violence Program,District Attorney,1871006,1549890,0.207186316448264
2015,Family Violence Program,District Attorney,1549890,1495359,0.0364668283669674
2014,Family Violence Program,District Attorney,1495359,1216414,0.229317485658666
2013,Family Violence Program,District Attorney,1216414,767784,0.58431798526669
2012,Family Violence Program,District Attorney,767784,857337,-0.104454840978518
2011,Family Violence Program,District Attorney,857337,792651,0.0816071638085362
2010,Family Violence Program,District Attorney,792651,NA,NA
2017,Felony Prosecution,District Attorney,33494243,32414688,0.0333045007251034
2016,Felony Prosecution,District Attorney,32414688,29982368,0.0811250132077626
2015,Felony Prosecution,District Attorney,29982368,28994849,0.0340584287919554
2014,Felony Prosecution,District Attorney,28994849,25675013,0.129302213011538
2013,Felony Prosecution,District Attorney,25675013,25447412,0.00894397434206669
2012,Felony Prosecution,District Attorney,25447412,23631413,0.0768468224900475
2011,Felony Prosecution,District Attorney,23631413,23521256,0.00468329582399851
2010,Felony Prosecution,District Attorney,23521256,NA,NA
2017,General Fund,District Attorney,46779572,45314813,0.0323240658634076
2016,General Fund,District Attorney,45314813,42347437,0.0700721510017241
2015,General Fund,District Attorney,42347437,40613539,0.0426926104617477
2014,General Fund,District Attorney,40613539,36509605,0.112406967974592
2013,General Fund,District Attorney,36509605,32747169,0.114893473692337
2012,General Fund,District Attorney,32747169,31996844,0.0234499690031929
2011,General Fund,District Attorney,31996844,31650661,0.0109376230720742
2010,General Fund,District Attorney,31650661,NA,NA
2017,Misdemeanor Prosecution,District Attorney,2358764,2307691,0.0221316458745993
2016,Misdemeanor Prosecution,District Attorney,2307691,2231041,0.0343561592996274
2015,Misdemeanor Prosecution,District Attorney,2231041,1995815,0.117859621257481
2014,Misdemeanor Prosecution,District Attorney,1995815,1915546,0.0419039793353958
2013,Misdemeanor Prosecution,District Attorney,1915546,1833091,0.0449814002687264
2012,Misdemeanor Prosecution,District Attorney,1833091,2153564,-0.148810529893702
2011,Misdemeanor Prosecution,District Attorney,2153564,2349374,-0.0833456061061372
2010,Misdemeanor Prosecution,District Attorney,2349374,NA,NA
2017,Support Services,District Attorney,7778468,7496734,0.0375808985619604
2016,Support Services,District Attorney,7496734,7300773,0.0268411303844127
2015,Support Services,District Attorney,7300773,6514328,0.1207254224841
2014,Support Services,District Attorney,6514328,6172219,0.0554272296559795
2013,Support Services,District Attorney,6172219,5784859,0.0669610097670488
2012,Support Services,District Attorney,5784859,4674366,0.237570827787127
2011,Support Services,District Attorney,4674366,4769199,-0.0198844711659128
2010,Support Services,District Attorney,4769199,NA,NA
2017,Work Orders & Grants,District Attorney,7089050,7089050,0
2016,Work Orders & Grants,District Attorney,7089050,7848332,-0.0967443782959233
2015,Work Orders & Grants,District Attorney,7848332,7085640,0.107639112345533
2014,Work Orders & Grants,District Attorney,7085640,6905084,0.0261482698834656
2013,Work Orders & Grants,District Attorney,6905084,8223984,-0.16037239372061
2012,Work Orders & Grants,District Attorney,8223984,9558314,-0.139598887418848
2011,Work Orders & Grants,District Attorney,9558314,9696922,-0.0142940203087124
2010,Work Orders & Grants,District Attorney,9696922,NA,NA
2017,Children's Baseline,Economic and Workforce Development,314065,314065,0
2016,Children's Baseline,Economic and Workforce Development,314065,314065,0
2015,Children's Baseline,Economic and Workforce Development,314065,314065,0
2014,Children's Baseline,Economic and Workforce Development,314065,314065,0
2013,Children's Baseline,Economic and Workforce Development,314065,314065,0
2012,Children's Baseline,Economic and Workforce Development,314065,314065,0
2011,Children's Baseline,Economic and Workforce Development,314065,314065,0
2010,Children's Baseline,Economic and Workforce Development,314065,NA,NA
2017,Economic Development,Economic and Workforce Development,12102674,13160080,-0.0803495115531213
2016,Economic Development,Economic and Workforce Development,13160080,18228802,-0.278061169351667
2015,Economic Development,Economic and Workforce Development,18228802,23303452,-0.217763874639689
2014,Economic Development,Economic and Workforce Development,23303452,31543234,-0.261221851887476
2013,Economic Development,Economic and Workforce Development,31543234,24026973,0.312825964385942
2012,Economic Development,Economic and Workforce Development,24026973,3085372,6.787382850431
2011,Economic Development,Economic and Workforce Development,3085372,2857358,0.0797988911434969
2010,Economic Development,Economic and Workforce Development,2857358,NA,NA
2017,Film Services,Economic and Workforce Development,2100000,2100000,0
2016,Film Services,Economic and Workforce Development,2100000,1450000,0.448275862068966
2015,Film Services,Economic and Workforce Development,1450000,1850000,-0.216216216216216
2014,Film Services,Economic and Workforce Development,1850000,1783250,0.0374316556848451
2013,Film Services,Economic and Workforce Development,1783250,1614342,0.104629626188255
2012,Film Services,Economic and Workforce Development,1614342,1088480,0.483115904747905
2011,Film Services,Economic and Workforce Development,1088480,1019214,0.0679602124774581
2010,Film Services,Economic and Workforce Development,1019214,NA,NA
2017,Finance And Administration,Economic and Workforce Development,1263982,1174875,0.075843813171614
2016,Finance And Administration,Economic and Workforce Development,1174875,NA,NA
2017,General Fund,Economic and Workforce Development,25973700,27021866,-0.0387895491747313
2016,General Fund,Economic and Workforce Development,27021866,20060779,0.346999834851877
2015,General Fund,Economic and Workforce Development,20060779,20306571,-0.0121040622761962
2014,General Fund,Economic and Workforce Development,20306571,19022000,0.0675308064346546
2013,General Fund,Economic and Workforce Development,19022000,7415462,1.56518069946283
2012,General Fund,Economic and Workforce Development,7415462,6763298,0.0964269207123507
2011,General Fund,Economic and Workforce Development,6763298,7039006,-0.0391685985208707
2010,General Fund,Economic and Workforce Development,7039006,NA,NA
2017,Joint Development,Economic and Workforce Development,3577382,3394018,0.054025641584694
2016,Joint Development,Economic and Workforce Development,3394018,NA,NA
2017,Office Of Small Business,Economic and Workforce Development,912896,961707,-0.0507545437435726
2016,Office Of Small Business,Economic and Workforce Development,961707,956470,0.0054753416207513
2015,Office Of Small Business,Economic and Workforce Development,956470,922509,0.0368137329825508
2014,Office Of Small Business,Economic and Workforce Development,922509,787895,0.170852715146054
2013,Office Of Small Business,Economic and Workforce Development,787895,707907,0.112992243331398
2012,Office Of Small Business,Economic and Workforce Development,707907,597505,0.184771675550832
2011,Office Of Small Business,Economic and Workforce Development,597505,697812,-0.143745020148693
2010,Office Of Small Business,Economic and Workforce Development,697812,NA,NA
2017,Workforce Training,Economic and Workforce Development,24108895,24712305,-0.0244173904457719
2016,Workforce Training,Economic and Workforce Development,24712305,23305548,0.0603614641457905
2015,Workforce Training,Economic and Workforce Development,23305548,21286337,0.0948594866275019
2014,Workforce Training,Economic and Workforce Development,21286337,26399478,-0.193683412982635
2013,Workforce Training,Economic and Workforce Development,26399478,17206413,0.534281317087995
2012,Workforce Training,Economic and Workforce Development,17206413,16964058,0.0142863812420354
2011,Workforce Training,Economic and Workforce Development,16964058,30417719,-0.442296840206854
2010,Workforce Training,Economic and Workforce Development,30417719,NA,NA
2017,Elections,Elections,14616232,18656039,-0.216541517735892
2016,Elections,Elections,18656039,15638203,0.192978438763073
2015,Elections,Elections,15638203,16739538,-0.065792437043364
2014,Elections,Elections,16739538,11689620,0.432000184779317
2013,Elections,Elections,11689620,15050517,-0.223307744179153
2012,Elections,Elections,15050517,12136327,0.24012124920497
2011,Elections,Elections,12136327,15379496,-0.21087615614972
2010,Elections,Elections,15379496,NA,NA
2017,General Fund,Elections,13206118,18406631,-0.282534756088716
2016,General Fund,Elections,18406631,15474113,0.189511217864313
2015,General Fund,Elections,15474113,16362752,-0.0543086517475789
2014,General Fund,Elections,16362752,11524492,0.419824144960142
2013,General Fund,Elections,11524492,14765059,-0.219475384419392
2012,General Fund,Elections,14765059,5097293,1.89664710268764
2011,General Fund,Elections,5097293,8960602,-0.431143911982699
2010,General Fund,Elections,8960602,NA,NA
2017,Bio-Diversity,Environment,83164,83164,0
2016,Bio-Diversity,Environment,83164,NA,NA
2017,Clean Air,Environment,2223719,2206659,0.00773114468524588
2016,Clean Air,Environment,2206659,722378,2.05471512144611
2015,Clean Air,Environment,722378,977240,-0.26079775694814
2014,Clean Air,Environment,977240,796430,0.2270256017478
2013,Clean Air,Environment,796430,1148903,-0.306790912722832
2012,Clean Air,Environment,1148903,713333,0.610612434865624
2011,Clean Air,Environment,713333,221982,2.21347226351686
2010,Clean Air,Environment,221982,NA,NA
2017,Climate Change/Energy,Environment,29479,523899,-0.943731520770225
2016,Climate Change/Energy,Environment,523899,75304,5.95712047168809
2015,Climate Change/Energy,Environment,75304,260453,-0.71087297900197
2014,Climate Change/Energy,Environment,260453,5246792,-0.950359572096626
2013,Climate Change/Energy,Environment,5246792,2215768,1.36793382700716
2012,Climate Change/Energy,Environment,2215768,230648,8.60670805729943
2011,Climate Change/Energy,Environment,230648,776124,-0.702820683292876
2010,Climate Change/Energy,Environment,776124,NA,NA
2017,Environment,Environment,20184310,19673957,0.0259405365173869
2016,Environment,Environment,19673957,20003969,-0.0164973261056343
2015,Environment,Environment,20003969,20000523,0.00017229549447282
2014,Environment,Environment,20000523,18827718,0.0622914046195083
2013,Environment,Environment,18827718,19504279,-0.0346878241436148
2012,Environment,Environment,19504279,16539659,0.179243114988042
2011,Environment,Environment,16539659,20403118,-0.189356303286586
2010,Environment,Environment,20403118,NA,NA
2017,Environment-Outreach,Environment,780743,768583,0.015821323136213
2016,Environment-Outreach,Environment,768583,-5453,-141.946818265175
2015,Environment-Outreach,Environment,-5453,403362,-1.01351887386516
2014,Environment-Outreach,Environment,403362,404224,-0.00213248100063331
2013,Environment-Outreach,Environment,404224,404002,0.000549502230186979
2012,Environment-Outreach,Environment,404002,404161,-0.000393407577673254
2011,Environment-Outreach,Environment,404161,332952,0.213871669189553
2010,Environment-Outreach,Environment,332952,NA,NA
2017,Environmental Justice / Youth Employment,Environment,240306,255374,-0.0590036573809393
2016,Environmental Justice / Youth Employment,Environment,255374,226203,0.128959386038205
2015,Environmental Justice / Youth Employment,Environment,226203,173569,0.30324539520306
2014,Environmental Justice / Youth Employment,Environment,173569,173709,-0.000805945575646627
2013,Environmental Justice / Youth Employment,Environment,173709,795182,-0.781548123574226
2012,Environmental Justice / Youth Employment,Environment,795182,323856,1.45535670174399
2011,Environmental Justice / Youth Employment,Environment,323856,363677,-0.109495513876324
2010,Environmental Justice / Youth Employment,Environment,363677,NA,NA
2016,General Fund,Environment,20000,NA,NA
2017,Green Building,Environment,585314,381475,0.534344321384101
2016,Green Building,Environment,381475,180085,1.11830524474554
2015,Green Building,Environment,180085,441833,-0.592413875830914
2014,Green Building,Environment,441833,226641,0.949483985686615
2013,Green Building,Environment,226641,284963,-0.204665167056776
2012,Green Building,Environment,284963,212681,0.339861106539841
2011,Green Building,Environment,212681,140636,0.512279928325607
2010,Green Building,Environment,140636,NA,NA
2017,Recycling,Environment,5329386,5385876,-0.0104885444819004
2016,Recycling,Environment,5385876,5347295,0.0072150498523085
2015,Recycling,Environment,5347295,4937367,0.0830256288422554
2014,Recycling,Environment,4937367,4760233,0.0372112037372961
2013,Recycling,Environment,4760233,4660214,0.0214623191123841
2012,Recycling,Environment,4660214,3887663,0.198718613213131
2011,Recycling,Environment,3887663,4181996,-0.0703809855389627
2010,Recycling,Environment,4181996,NA,NA
2015,Solid Waste Management,Environment,0,0,NaN
2014,Solid Waste Management,Environment,0,NA,NA
2012,Solid Waste Management,Environment,544324,382580,0.422771707878091
2011,Solid Waste Management,Environment,382580,401434,-0.0469666246506275
2010,Solid Waste Management,Environment,401434,NA,NA
2017,Toxics,Environment,1633337,1609503,0.0148082979652725
2016,Toxics,Environment,1609503,1653947,-0.0268714777438455
2015,Toxics,Environment,1653947,1687543,-0.0199082334494588
2014,Toxics,Environment,1687543,1553220,0.0864803440594378
2013,Toxics,Environment,1553220,1644787,-0.0556710382560173
2012,Toxics,Environment,1644787,1731320,-0.0499809393988402
2011,Toxics,Environment,1731320,1693998,0.0220319032253875
2010,Toxics,Environment,1693998,NA,NA
2017,Urban Forestry,Environment,-46944,-48744,-0.0369276218611521
2016,Urban Forestry,Environment,-48744,-24622,0.979692957517667
2015,Urban Forestry,Environment,-24622,-26376,-0.0664998483469821
2014,Urban Forestry,Environment,-26376,-13335,0.977952755905512
2013,Urban Forestry,Environment,-13335,-15058,-0.114424226324877
2012,Urban Forestry,Environment,-15058,-18413,-0.182208222451529
2011,Urban Forestry,Environment,-18413,-21237,-0.132975467344729
2010,Urban Forestry,Environment,-21237,NA,NA
2017,Election Campaign Fund,Ethics Commission,2013459,1331791,0.511843074476401
2016,Election Campaign Fund,Ethics Commission,1331791,1948970,-0.316669317639574
2015,Election Campaign Fund,Ethics Commission,1948970,3903559,-0.500719727817615
2014,Election Campaign Fund,Ethics Commission,3903559,5899308,-0.338302221209674
2013,Election Campaign Fund,Ethics Commission,5899308,6091332,-0.0315241395478033
2012,Election Campaign Fund,Ethics Commission,6091332,2476494,1.45965950250637
2011,Election Campaign Fund,Ethics Commission,2476494,3212056,-0.22900036612064
2010,Election Campaign Fund,Ethics Commission,3212056,NA,NA
2017,Ethics Commission,Ethics Commission,2766801,2665669,0.0379386938138231
2016,Ethics Commission,Ethics Commission,2665669,2695384,-0.0110244032019185
2015,Ethics Commission,Ethics Commission,2695384,2728391,-0.0120976062448527
2014,Ethics Commission,Ethics Commission,2728391,2356239,0.157943230716409
2013,Ethics Commission,Ethics Commission,2356239,2358012,-0.000751904570460201
2012,Ethics Commission,Ethics Commission,2358012,2286225,0.0313997966079454
2011,Ethics Commission,Ethics Commission,2286225,2291818,-0.00244042066167558
2010,Ethics Commission,Ethics Commission,2291818,NA,NA
2017,General Fund,Ethics Commission,4640260,3857460,0.202931462672328
2016,General Fund,Ethics Commission,3857460,4504354,-0.143615266473283
2015,General Fund,Ethics Commission,4504354,2431950,0.85215732231337
2014,General Fund,Ethics Commission,2431950,55547,42.7818424037302
2013,General Fund,Ethics Commission,55547,8249344,-0.993266494887351
2012,General Fund,Ethics Commission,8249344,4606719,0.790720033064747
2011,General Fund,Ethics Commission,4606719,5403874,-0.147515467607128
2010,General Fund,Ethics Commission,5403874,NA,NA
2017,Admissions,Fine Arts Museum,4607610,4607610,0
2016,Admissions,Fine Arts Museum,4607610,5717676,-0.194146362962854
2015,Admissions,Fine Arts Museum,5717676,6291300,-0.0911773401363788
2014,Admissions,Fine Arts Museum,6291300,6461534,-0.0263457562863555
2013,Admissions,Fine Arts Museum,6461534,7903708,-0.182468026399761
2012,Admissions,Fine Arts Museum,7903708,7033324,0.123751443840779
2011,Admissions,Fine Arts Museum,7033324,4340000,0.620581566820277
2010,Admissions,Fine Arts Museum,4340000,NA,NA
2017,General Fund,Fine Arts Museum,15560242,15779493,-0.0138946796326092
2016,General Fund,Fine Arts Museum,15779493,14565040,0.0833813707343063
2015,General Fund,Fine Arts Museum,14565040,13783318,0.0567150812308038
2014,General Fund,Fine Arts Museum,13783318,7244703,0.902537343490824
2013,General Fund,Fine Arts Museum,7244703,5917318,0.224322066179306
2012,General Fund,Fine Arts Museum,5917318,5432477,0.0892486061146692
2011,General Fund,Fine Arts Museum,5432477,5221785,0.0403486547224752
2010,General Fund,Fine Arts Museum,5221785,NA,NA
2017,Oper & Maint Of Museums,Fine Arts Museum,15560242,15779493,-0.0138946796326092
2016,Oper & Maint Of Museums,Fine Arts Museum,15779493,14565040,0.0833813707343063
2015,Oper & Maint Of Museums,Fine Arts Museum,14565040,13783318,0.0567150812308038
2014,Oper & Maint Of Museums,Fine Arts Museum,13783318,18484703,-0.254339223086246
2013,Oper & Maint Of Museums,Fine Arts Museum,18484703,17157318,0.0773655299738572
2012,Oper & Maint Of Museums,Fine Arts Museum,17157318,16672477,0.029080322018138
2011,Oper & Maint Of Museums,Fine Arts Museum,16672477,16461785,0.012798855045185
2010,Oper & Maint Of Museums,Fine Arts Museum,16461785,NA,NA
2017,Administration & Support Services,Fire Department,39628483,37462756,0.05781013548496
2016,Administration & Support Services,Fire Department,37462756,34224290,0.094624782574014
2015,Administration & Support Services,Fire Department,34224290,33107108,0.0337444756576141
2014,Administration & Support Services,Fire Department,33107108,33214218,-0.00322482377878052
2013,Administration & Support Services,Fire Department,33214218,32600284,0.0188321672289726
2012,Administration & Support Services,Fire Department,32600284,32449335,0.00465183647060872
2011,Administration & Support Services,Fire Department,32449335,32340127,0.00337685748729435
2010,Administration & Support Services,Fire Department,32340127,NA,NA
2017,Custody,Fire Department,2872733,3516650,-0.183105227986862
2016,Custody,Fire Department,3516650,2570000,0.368346303501946
2015,Custody,Fire Department,2570000,1621500,0.584952204748689
2014,Custody,Fire Department,1621500,715735,1.26550329381685
2013,Custody,Fire Department,715735,615735,0.162407529213054
2012,Custody,Fire Department,615735,615735,0
2011,Custody,Fire Department,615735,1000000,-0.384265
2010,Custody,Fire Department,1000000,NA,NA
2013,Fire Airport,Fire Department,20985351,19899979,0.0545413640888767
2012,Fire Airport,Fire Department,19899979,18780362,0.0596163694821218
2011,Fire Airport,Fire Department,18780362,16917522,0.110113053200108
2010,Fire Airport,Fire Department,16917522,NA,NA
2017,Fire General,Fire Department,53431900,53149002,0.00532273399978423
2016,Fire General,Fire Department,53149002,48073000,0.105589457699748
2015,Fire General,Fire Department,48073000,45298251,0.061255102321721
2014,Fire General,Fire Department,45298251,43761596,0.0351142357787865
2013,Fire General,Fire Department,43761596,35244500,0.241657450098597
2012,Fire General,Fire Department,35244500,32533500,0.0833294911399019
2011,Fire General,Fire Department,32533500,33044000,-0.0154490981721341
2010,Fire General,Fire Department,33044000,NA,NA
2013,Fire Port Fireboat,Fire Department,3349084,3148199,0.0638094987006857
2012,Fire Port Fireboat,Fire Department,3148199,3151102,-0.000921265005068068
2011,Fire Port Fireboat,Fire Department,3151102,2775131,0.135478649476367
2010,Fire Port Fireboat,Fire Department,2775131,NA,NA
2017,Fire Suppression,Fire Department,355319478,348774187,0.018766557973512
2016,Fire Suppression,Fire Department,348774187,349279223,-0.00144593771041457
2015,Fire Suppression,Fire Department,349279223,334548594,0.0440313582665961
2014,Fire Suppression,Fire Department,334548594,299951464,0.115342427533543
2013,Fire Suppression,Fire Department,299951464,274001981,0.0947054576222206
2012,Fire Suppression,Fire Department,274001981,255257661,0.0734329380225732
2011,Fire Suppression,Fire Department,255257661,244951938,0.0420724289186885
2010,Fire Suppression,Fire Department,244951938,NA,NA
2017,General Fund,Fire Department,234772209,232758847,0.00864999129334921
2016,General Fund,Fire Department,232758847,221874544,0.0490561143418057
2015,General Fund,Fire Department,221874544,215141560,0.0312955990465069
2014,General Fund,Fire Department,215141560,215128383,0.0000612517967933594
2013,General Fund,Fire Department,215128383,204855484,0.0501470539104533
2012,General Fund,Fire Department,204855484,193751584,0.0573099830760609
2011,General Fund,Fire Department,193751584,188455742,0.0281012504251529
2010,General Fund,Fire Department,188455742,NA,NA
2017,Grant Services,Fire Department,0,0,NaN
2016,Grant Services,Fire Department,0,0,NaN
2015,Grant Services,Fire Department,0,0,NaN
2014,Grant Services,Fire Department,0,0,NaN
2013,Grant Services,Fire Department,0,0,NaN
2012,Grant Services,Fire Department,0,2264168,-1
2011,Grant Services,Fire Department,2264168,NA,NA
2017,Prevention & Investigation,Fire Department,31566035,31041355,0.0169026126597889
2016,Prevention & Investigation,Fire Department,31041355,27060445,0.147111771443522
2015,Prevention & Investigation,Fire Department,27060445,24718038,0.0947650861285997
2014,Prevention & Investigation,Fire Department,24718038,22790053,0.0845976531954533
2013,Prevention & Investigation,Fire Department,22790053,20272052,0.124210464732431
2012,Prevention & Investigation,Fire Department,20272052,18639746,0.0875712576770091
2011,Prevention & Investigation,Fire Department,18639746,21089066,-0.116141701107105
2010,Prevention & Investigation,Fire Department,21089066,NA,NA
2017,Training,Fire Department,4334978,4290773,0.0103023394619105
2016,Training,Fire Department,4290773,4244488,0.0109047310299852
2015,Training,Fire Department,4244488,4255337,-0.00254950430482944
2014,Training,Fire Department,4255337,4184160,0.0170110607624947
2013,Training,Fire Department,4184160,4014924,0.0421517318883247
2012,Training,Fire Department,4014924,4094751,-0.0194949583014938
2011,Training,Fire Department,4094751,4972982,-0.176600478344784
2010,Training,Fire Department,4972982,NA,NA
2014,Work Order Services,Fire Department,0,NA,NA
2017,Children's Baseline,General City Responsibility,3445423,1948648,0.768109478982351
2016,Children's Baseline,General City Responsibility,1948648,NA,NA
2017,General City Responsibilities,General City Responsibility,-724049819,-717490437,0.00914211766699826
2016,General City Responsibilities,General City Responsibility,-717490437,-437733418,0.639103635902891
2015,General City Responsibilities,General City Responsibility,-437733418,-385476244,0.13556522564851
2014,General City Responsibilities,General City Responsibility,-385476244,-251771371,0.531056698261376
2013,General City Responsibilities,General City Responsibility,-251771371,-112643345,1.23511980223954
2012,General City Responsibilities,General City Responsibility,-112643345,38028020,-3.96211438302599
2011,General City Responsibilities,General City Responsibility,38028020,-88665197,-1.42889455261685
2010,General City Responsibilities,General City Responsibility,-88665197,NA,NA
2017,General Fund,General City Responsibility,1540186307,1536265942,0.00255187913291643
2016,General Fund,General City Responsibility,1536265942,1291250006,0.189750966010838
2015,General Fund,General City Responsibility,1291250006,1182185776,0.0922564221412185
2014,General Fund,General City Responsibility,1182185776,926115287,0.276499581201708
2013,General Fund,General City Responsibility,926115287,781011721,0.185789229659973
2012,General Fund,General City Responsibility,781011721,645825084,0.209323918115265
2011,General Fund,General City Responsibility,645825084,744380208,-0.132398904405046
2010,General Fund,General City Responsibility,744380208,NA,NA
2017,Indigent Defense/Grand Jury,General City Responsibility,450000,450000,0
2016,Indigent Defense/Grand Jury,General City Responsibility,450000,625000,-0.28
2015,Indigent Defense/Grand Jury,General City Responsibility,625000,750000,-0.166666666666667
2014,Indigent Defense/Grand Jury,General City Responsibility,750000,750000,0
2013,Indigent Defense/Grand Jury,General City Responsibility,750000,250000,2
2012,Indigent Defense/Grand Jury,General City Responsibility,250000,NA,NA
2017,No Program Defined,General City Responsibility,10000,10000,0
2016,No Program Defined,General City Responsibility,10000,2353566,-0.995751128287883
2015,No Program Defined,General City Responsibility,2353566,143246,15.4302388897421
